SHITOMASI, 125, 118, 123, 120, 120, 113, 114, 123, 111, 112
HARRIS, 17, 14, 18, 21, 26, 43, 18, 31, 26, 34
FAST, 419, 427, 404, 423, 386, 414, 418, 406, 396, 401
BRISK, 264, 282, 282, 277, 297, 279, 289, 272, 266, 254
ORB, 92, 102, 106, 113, 109, 125, 130, 129, 127, 128
AKAZE, 166, 157, 161, 155, 163, 164, 173, 175, 177, 179
SIFT, 138, 132, 124, 137, 134, 140, 137, 148, 159, 137
